Company,TypeName,Ram,Weight,Price_MYR,Touchscreen,Ips,ppi,CPU GHz,Cpu brand,HDD,SSD,GPU Brand,Operating System
Dell,Ultrabook,8,1.29,4202.02,1,0,276.0535301,2.7,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,4,2.18,1484.68,0,0,100.4546699,2.5,Intel Core i5,1000,0,Intel,Others/No OS/Linux
Lenovo,Gaming,16,2.6,2927.47,1,1,141.2119981,2.6,Intel Core i7,1000,128,Nvidia,Windows
MSI,Gaming,8,2.2,3268.87,0,0,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Netbook,16,1.3,4694.2,1,1,176.2325736,2.5,Intel Core i7,0,512,Intel,Windows
Razer,Gaming,16,1.95,9954.54,0,0,157.3505121,2.8,Intel Core i7,0,1000,Nvidia,Windows
Dell,Notebook,8,2.3,1334.32,1,0,100.4546699,2.4,Intel Core i3,1000,0,Intel,Windows
MSI,Gaming,16,2.7,4546.26,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Apple,Ultrabook,4,1.08,2728.32,0,0,135.0942112,1.6,Intel Core i5,0,0,Intel,Mac
HP,Notebook,4,2.1,1359.89,0,0,141.2119981,2,Intel Core i3,1000,0,Intel,Windows
HP,Ultrabook,8,1.54,6253.78,0,0,209.8006829,2.5,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,4,2.24,2096.74,0,0,100.4546699,2.3,Intel Core i5,500,0,Intel,Windows
MSI,Gaming,8,2.3,3325.77,0,0,141.2119981,2.6,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,16,1.4,4264.61,0,1,165.6321181,2.7,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,6,2.2,1700.07,0,0,141.2119981,3.6,AMD Processor,0,256,AMD,Windows
Asus,Ultrabook,8,1.45,3641.56,0,0,165.6321181,2.5,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.4,1029.31,0,0,100.4546699,2,Intel Core i3,500,0,Intel,Others/No OS/Linux
Dell,2 in 1 Convertible,16,2.77,5118.1,1,0,127.3356746,2.7,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,4,1.54,3129.44,0,0,157.3505121,2.3,Intel Core i5,0,256,Intel,Windows
Asus,Gaming,16,2.5,4551.95,0,1,141.2119981,2.8,Intel Core i7,1000,256,Nvidia,Windows
Dell,Notebook,4,1.6,2489.35,0,0,111.9352036,2.5,Intel Core i5,500,0,Intel,Windows
Asus,Gaming,16,2.34,6614.55,0,1,141.2119981,2.6,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,1630.17,0,1,141.2119981,2.5,Intel Core i5,0,256,Intel,Others/No OS/Linux
Dell,2 in 1 Convertible,8,1.24,5157.93,1,0,276.0535301,1.2,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.2,921.77,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Others/No OS/Linux
HP,Notebook,4,1.86,1135.14,0,0,100.4546699,2.5,AMD Processor,500,0,AMD,Windows
Lenovo,Notebook,6,2.4,1618.79,0,0,141.2119981,2.3,Intel Core i3,0,128,Nvidia,Windows
Lenovo,Notebook,8,1.9,3049.81,0,1,157.3505121,2.3,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.2,1263.14,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,4,2,964.44,0,0,100.4546699,1.1,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,4,5405.44,0,1,127.3356746,2.6,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.29,1394.03,0,0,100.4546699,2,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,8,2.32,2546.25,0,0,141.2119981,2.5,Intel Core i7,0,0,AMD,Windows
MSI,Gaming,8,2.4,3496.47,0,0,141.2119981,2.6,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,2 in 1 Convertible,4,1.8,2369.89,1,0,157.3505121,2.3,Intel Core i5,0,128,Intel,Windows
Asus,Ultrabook,8,1.2,2073.98,0,1,165.6321181,0.9,Other Intel Processor,0,512,Intel,Windows
Dell,Notebook,6,2.3,1305.84,0,0,100.4546699,2.4,Intel Core i3,1000,0,Intel,Windows
Acer,Notebook,4,2.4,822.2,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Dell,Notebook,2,2.2,1078.24,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,8,2.6,2557.63,0,1,141.2119981,2.6,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,6,2.04,1564.7,0,0,141.2119981,2.9,AMD Processor,0,0,AMD,Windows
Dell,Notebook,8,2.3,2293.02,0,0,100.4546699,2.7,Intel Core i7,1000,0,AMD,Others/No OS/Linux
HP,Netbook,2,1.17,594.6,0,0,135.0942112,1.6,Other Intel Processor,0,0,Intel,Windows
Asus,Notebook,4,2.2,2049.29,0,0,100.4546699,2.5,Intel Core i7,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,4,1.8,1815.09,1,1,157.3505121,2.5,Intel Core i7,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.3,4264.61,1,1,276.0535301,2.5,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,2,1.5,651.5,0,0,111.9352036,1.6,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,6,2.19,2173.56,0,0,100.4546699,2.5,Intel Core i7,1000,0,AMD,Windows
Asus,Notebook,4,2.2,1049.79,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Windows
Asus,Ultrabook,8,1.2,2073.98,0,1,165.6321181,0.9,Other Intel Processor,0,512,Intel,Windows
Dell,Notebook,6,2.3,1305.84,0,0,100.4546699,2.4,Intel Core i3,1000,0,Intel,Windows
Acer,Notebook,4,2.4,822.2,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Dell,Notebook,2,2.2,1078.24,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,8,2.6,2557.63,0,1,141.2119981,2.6,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,6,2.04,1564.7,0,0,141.2119981,2.9,AMD Processor,0,0,AMD,Windows
Dell,Notebook,8,2.3,2293.02,0,0,100.4546699,2.7,Intel Core i7,1000,0,AMD,Others/No OS/Linux
HP,Netbook,2,1.17,594.6,0,0,135.0942112,1.6,Other Intel Processor,0,0,Intel,Windows
Asus,Notebook,4,2.2,2049.29,0,0,100.4546699,2.5,Intel Core i7,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,4,1.8,1815.09,1,1,157.3505121,2.5,Intel Core i7,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.3,4264.61,1,1,276.0535301,2.5,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,2,1.5,651.5,0,0,111.9352036,1.6,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,6,2.19,2173.56,0,0,100.4546699,2.5,Intel Core i7,1000,0,AMD,Windows
Asus,Notebook,4,2.2,1049.79,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Windows
Asus,Ultrabook,8,1.2,2073.98,0,1,165.6321181,0.9,Other Intel Processor,0,512,Intel,Windows
Dell,Notebook,6,2.3,1305.84,0,0,100.4546699,2.4,Intel Core i3,1000,0,Intel,Windows
Acer,Notebook,4,2.4,822.2,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Dell,Notebook,2,2.2,1078.24,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,8,2.6,2557.63,0,1,141.2119981,2.6,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,6,2.04,1564.7,0,0,141.2119981,2.9,AMD Processor,0,0,AMD,Windows
Dell,Notebook,8,2.3,2293.02,0,0,100.4546699,2.7,Intel Core i7,1000,0,AMD,Others/No OS/Linux
HP,Netbook,2,1.17,594.6,0,0,135.0942112,1.6,Other Intel Processor,0,0,Intel,Windows
Asus,Notebook,4,2.2,2049.29,0,0,100.4546699,2.5,Intel Core i7,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,4,1.8,1815.09,1,1,157.3505121,2.5,Intel Core i7,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.3,4264.61,1,1,276.0535301,2.5,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,2,1.5,651.5,0,0,111.9352036,1.6,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,6,2.19,2173.56,0,0,100.4546699,2.5,Intel Core i7,1000,0,AMD,Windows
Asus,Notebook,4,2.2,1049.79,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Windows
